rr_cd,line_cd,station_cd,line_sort,station_sort,station_g_cd,r_type,rr_name,line_name,station_name,pref_cd,lon,lat,f_flag
11,11502,1150211,11502,1150211,1150211,1,JR,JR東海道本線(浜松〜岐阜),西小坂井,23,137.352499,34.797080,1
11,11502,1150212,11502,1150212,1150212,1,JR,JR東海道本線(浜松〜岐阜),愛知御津,23,137.316492,34.812624,1
11,11502,1150213,11502,1150213,1150213,1,JR,JR東海道本線(浜松〜岐阜),三河大塚,23,137.282870,34.815744,1
11,11502,1150214,11502,1150214,1150214,1,JR,JR東海道本線(浜松〜岐阜),三河三谷,23,137.247795,34.818546,1
11,11502,1150215,11502,1150215,1150215,1,JR,JR東海道本線(浜松〜岐阜),蒲郡,23,137.226459,34.823078,1
11,11502,1150216,11502,1150216,1150216,1,JR,JR東海道本線(浜松〜岐阜),三河塩津,23,137.201261,34.825295,1
11,11502,1150217,11502,1150217,1150217,1,JR,JR東海道本線(浜松〜岐阜),三ヶ根,23,137.176348,34.836449,1
11,11502,1150218,11502,1150218,1150218,1,JR,JR東海道本線(浜松〜岐阜),幸田,23,137.164470,34.859926,1
11,11502,1150219,11502,1150219,1150219,1,JR,JR東海道本線(浜松〜岐阜),岡崎,23,137.157243,34.925417,1
11,11502,1150220,11502,1150220,1150220,1,JR,JR東海道本線(浜松〜岐阜),西岡崎,23,137.123187,34.946572,1
11,11502,1150221,11502,1150221,1150221,1,JR,JR東海道本線(浜松〜岐阜),安城,23,137.087160,34.959986,1
11,11502,1150222,11502,1150222,1150222,1,JR,JR東海道本線(浜松〜岐阜),三河安城,23,137.060918,34.969680,1
11,11502,1150223,11502,1150223,1150223,1,JR,JR東海道本線(浜松〜岐阜),東刈谷,23,137.043525,34.977410,1
11,11502,1150224,11502,1150224,1150224,1,JR,JR東海道本線(浜松〜岐阜),刈谷,23,137.008878,34.991156,1
11,11502,1150225,11502,1150225,1150225,1,JR,JR東海道本線(浜松〜岐阜),逢妻,23,136.990544,34.998215,1
11,11502,1150226,11502,1150226,1150226,1,JR,JR東海道本線(浜松〜岐阜),大府,23,136.961727,35.008665,1
11,11502,1150227,11502,1150227,1150227,1,JR,JR東海道本線(浜松〜岐阜),共和,23,136.954599,35.035245,1
11,11502,1150228,11502,1150228,1150228,1,JR,JR東海道本線(浜松〜岐阜),大高,23,136.940242,35.069244,1
11,11502,1150229,11502,1150229,1150229,1,JR,JR東海道本線(浜松〜岐阜),笠寺,23,136.926321,35.095113,1
11,11502,1150230,11502,1150230,1150230,1,JR,JR東海道本線(浜松〜岐阜),熱田,23,136.910502,35.130028,1
11,11502,1150231,11502,1150231,1141102,1,JR,JR東海道本線(浜松〜岐阜),金山,23,136.90075,35.143323,1
11,11502,1150232,11502,1150232,1150232,1,JR,JR東海道本線(浜松〜岐阜),尾頭橋,23,136.891020,35.146981,1
11,11502,1150233,11502,1150233,1141101,1,JR,JR東海道本線(浜松〜岐阜),名古屋,23,136.881637,35.170694,1
11,11502,1150234,11502,1150234,1150234,1,JR,JR東海道本線(浜松〜岐阜),枇杷島,23,136.861816,35.198681,1
11,11502,1150235,11502,1150235,1150235,1,JR,JR東海道本線(浜松〜岐阜),清洲,23,136.834529,35.225406,1
11,11502,1150236,11502,1150236,1150236,1,JR,JR東海道本線(浜松〜岐阜),稲沢,23,136.820942,35.252994,1
11,11502,1150237,11502,1150237,1150237,1,JR,JR東海道本線(浜松〜岐阜),尾張一宮,23,136.797567,35.301765,1
11,11502,1150238,11502,1150238,1150238,1,JR,JR東海道本線(浜松〜岐阜),木曽川,23,136.780726,35.349319,1
11,11502,1150239,11502,1150239,1141601,1,JR,JR東海道本線(浜松〜岐阜),岐阜,21,136.756514,35.409532,1
11,11502,1150240,11502,1150223,1150240,1,JR,JR東海道本線(浜松〜岐阜),野田新町,23,137.026355,34.984212,1
11,11502,1150241,11502,1150227,1150241,1,JR,JR東海道本線(浜松〜岐阜),南大高,23,136.948244,35.055403,1
11,11503,1150301,11503,1150301,1141601,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),岐阜,21,136.756514,35.409532,1
11,11503,1150302,11503,1150302,1150302,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),西岐阜,21,136.72341,35.404664,1
11,11503,1150303,11503,1150303,1150303,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),穂積,21,136.693834,35.396345,1
11,11503,1150304,11503,1150304,1150304,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),大垣,21,136.618288,35.367096,1
11,11503,1150305,11503,1150305,1150305,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),荒尾,21,136.583276,35.373454,1
11,11503,1150306,11503,1150306,1150306,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),美濃赤坂,21,136.582129,35.386677,1
11,11503,1150307,11503,1150307,1150307,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),垂井,21,136.531246,35.369587,1
11,11503,1150308,11503,1150308,1150308,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),関ヶ原,21,136.470451,35.363726,1
11,11503,1150309,11503,1150309,1150309,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),柏原,25,136.402767,35.344593,1
11,11503,1150310,11503,1150310,1150310,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),近江長岡,25,136.373775,35.359307,1
11,11503,1150311,11503,1150311,1150311,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),醒ヶ井,25,136.345135,35.327664,1
11,11503,1150312,11503,1150312,1141501,1,JR,JR東海道本線(岐阜〜美濃赤坂・米原),米原,25,136.289992,35.314657,1
11,11504,1150401,11504,1150401,1130121,1,JR,JR伊東線,熱海,22,139.077679,35.103573,1
11,11504,1150402,11504,1150402,1150402,1,JR,JR伊東線,来宮,22,139.065575,35.098723,1
11,11504,1150403,11504,1150403,1150403,1,JR,JR伊東線,伊豆多賀,22,139.066847,35.059411,1
11,11504,1150404,11504,1150404,1150404,1,JR,JR伊東線,網代,22,139.081245,35.043545,1
11,11504,1150405,11504,1150405,1150405,1,JR,JR伊東線,宇佐美,22,139.079778,35.005602,1
11,11504,1150406,11504,1150406,1150406,1,JR,JR伊東線,伊東,22,139.092125,34.974700,1
11,11505,1150501,11505,1150501,1130114,1,JR,JR御殿場線,国府津,14,139.212932,35.280832,1
11,11505,1150502,11505,1150502,1150502,1,JR,JR御殿場線,下曽我,14,139.183395,35.303554,1
11,11505,1150503,11505,1150503,1150503,1,JR,JR御殿場線,上大井,14,139.163508,35.321883,1
11,11505,1150504,11505,1150504,1150504,1,JR,JR御殿場線,相模金子,14,139.150753,35.333640,1
11,11505,1150505,11505,1150505,1150505,1,JR,JR御殿場線,松田,14,139.137417,35.346843,1
11,11505,1150506,11505,1150506,1150506,1,JR,JR御殿場線,東山北,14,139.107650,35.357637,1
11,11505,1150507,11505,1150507,1150507,1,JR,JR御殿場線,山北,14,139.080212,35.360808,1
11,11505,1150508,11505,1150508,1150508,1,JR,JR御殿場線,谷峨,14,139.038234,35.366561,1
11,11505,1150509,11505,1150509,1150509,1,JR,JR御殿場線,駿河小山,22,138.997689,35.359113,1
11,11505,1150510,11505,1150510,1150510,1,JR,JR御殿場線,足柄,22,138.981687,35.332233,1
11,11505,1150511,11505,1150511,1150511,1,JR,JR御殿場線,御殿場,22,138.934240,35.299933,1
11,11505,1150512,11505,1150512,1150512,1,JR,JR御殿場線,南御殿場,22,138.925789,35.277269,1
11,11505,1150513,11505,1150513,1150513,1,JR,JR御殿場線,富士岡,22,138.920504,35.257299,1
11,11505,1150514,11505,1150514,1150514,1,JR,JR御殿場線,岩波,22,138.919296,35.214980,1
11,11505,1150515,11505,1150515,1150515,1,JR,JR御殿場線,裾野,22,138.909293,35.171372,1
11,11505,1150516,11505,1150516,1150516,1,JR,JR御殿場線,長泉なめり,22,138.899364,35.147633,1
11,11505,1150517,11505,1150517,1150517,1,JR,JR御殿場線,下土狩,22,138.895126,35.128379,1
11,11505,1150518,11505,1150518,1150518,1,JR,JR御殿場線,大岡,22,138.881988,35.116158,1
11,11505,1150519,11505,1150519,1150104,1,JR,JR御殿場線,沼津,22,138.860104,35.103011,1
11,11506,1150601,11506,1150601,1150226,1,JR,JR武豊線,大府,23,136.961727,35.008665,1
11,11506,1150602,11506,1150602,1150602,1,JR,JR武豊線,尾張森岡,23,136.970279,34.993826,1
11,11506,1150603,11506,1150603,1150603,1,JR,JR武豊線,緒川,23,136.971899,34.981372,1
11,11506,1150604,11506,1150604,1150604,1,JR,JR武豊線,石浜,23,136.972932,34.967813,1
11,11506,1150605,11506,1150605,1150605,1,JR,JR武豊線,東浦,23,136.970725,34.949574,1
11,11506,1150606,11506,1150606,1150606,1,JR,JR武豊線,亀崎,23,136.961058,34.918986,1
11,11506,1150607,11506,1150607,1150607,1,JR,JR武豊線,乙川,23,136.941344,34.903306,1
11,11506,1150608,11506,1150608,1150608,1,JR,JR武豊線,半田,23,136.930462,34.894167,1
11,11506,1150609,11506,1150609,1150609,1,JR,JR武豊線,東成岩,23,136.923416,34.874279,1
11,11506,1150610,11506,1150610,1150610,1,JR,JR武豊線,武豊,23,136.921244,34.853507,1
11,11507,1150701,11507,1150701,1141113,1,JR,JR太多線,多治見,21,137.120294,35.334774,1
11,11507,1150702,11507,1150702,1150702,1,JR,JR太多線,小泉,21,137.100421,35.349055,1
11,11507,1150703,11507,1150703,1150703,1,JR,JR太多線,根本,21,137.090008,35.361548,1
11,11507,1150704,11507,1150704,1150704,1,JR,JR太多線,姫,21,137.072078,35.382004,1
11,11507,1150705,11507,1150705,1150705,1,JR,JR太多線,下切,21,137.063734,35.393777,1
11,11507,1150706,11507,1150706,1150706,1,JR,JR太多線,可児,21,137.055345,35.422832,1
11,11507,1150707,11507,1150707,1150707,1,JR,JR太多線,美濃川合,21,137.045309,35.444138,1
11,11507,1150708,11507,1150708,1141608,1,JR,JR太多線,美濃太田,21,137.019467,35.445617,1
11,11508,1150801,11508,1150801,1141101,1,JR,JR関西本線(名古屋〜亀山),名古屋,23,136.881637,35.170694,1
11,11508,1150802,11508,1150802,1150802,1,JR,JR関西本線(名古屋〜亀山),八田,23,136.852258,35.148973,1
11,11508,1150803,11508,1150803,1150803,1,JR,JR関西本線(名古屋〜亀山),春田,23,136.813512,35.143180,1
11,11508,1150804,11508,1150804,1150804,1,JR,JR関西本線(名古屋〜亀山),蟹江,23,136.793908,35.142071,1
11,11508,1150805,11508,1150805,1150805,1,JR,JR関西本線(名古屋〜亀山),永和,23,136.764325,35.132850,1
11,11508,1150806,11508,1150806,1150806,1,JR,JR関西本線(名古屋〜亀山),弥富,23,136.725664,35.114026,1
11,11508,1150807,11508,1150807,1150807,1,JR,JR関西本線(名古屋〜亀山),長島,24,136.695751,35.098196,1
11,11508,1150808,11508,1150808,1150808,1,JR,JR関西本線(名古屋〜亀山),桑名,24,136.683832,35.06747,1
11,11508,1150809,11508,1150809,1150809,1,JR,JR関西本線(名古屋〜亀山),朝日,24,136.658030,35.033782,1
11,11508,1150810,11508,1150810,1150810,1,JR,JR関西本線(名古屋〜亀山),富田,24,136.653143,35.008124,1
11,11508,1150811,11508,1150811,1150811,1,JR,JR関西本線(名古屋〜亀山),富田浜,24,136.650040,34.996553,1
11,11508,1150812,11508,1150812,1150812,1,JR,JR関西本線(名古屋〜亀山),四日市,24,136.630168,34.962721,1
11,11508,1150813,11508,1150813,1150813,1,JR,JR関西本線(名古屋〜亀山),南四日市,24,136.609662,34.941514,1
11,11508,1150814,11508,1150814,1150814,1,JR,JR関西本線(名古屋〜亀山),河原田,24,136.598527,34.910684,1
11,11508,1150815,11508,1150815,1150815,1,JR,JR関西本線(名古屋〜亀山),河曲,24,136.568018,34.897878,1
11,11508,1150816,11508,1150816,1150816,1,JR,JR関西本線(名古屋〜亀山),加佐登,24,136.529907,34.890307,1
11,11508,1150817,11508,1150817,1150817,1,JR,JR関西本線(名古屋〜亀山),井田川,24,136.492658,34.868319,1
11,11508,1150818,11508,1150818,1150818,1,JR,JR関西本線(名古屋〜亀山),亀山,24,136.450451,34.850103,1
11,11509,1150901,11509,1150901,1150818,1,JR,JR関西本線(亀山〜加茂),亀山,24,136.450451,34.850103,1
11,11509,1150902,11509,1150902,1150902,1,JR,JR関西本線(亀山〜加茂),関,24,136.394777,34.849064,1
11,11509,1150903,11509,1150903,1150903,1,JR,JR関西本線(亀山〜加茂),加太,24,136.340305,34.842639,1
11,11509,1150904,11509,1150904,1150904,1,JR,JR関西本線(亀山〜加茂),柘植,24,136.255704,34.846993,1
11,11509,1150905,11509,1150905,1150905,1,JR,JR関西本線(亀山〜加茂),新堂,24,136.206507,34.821168,1
11,11509,1150906,11509,1150906,1150906,1,JR,JR関西本線(亀山〜加茂),佐那具,24,136.163171,34.804193,1
11,11509,1150907,11509,1150907,1150907,1,JR,JR関西本線(亀山〜加茂),伊賀上野,24,136.122907,34.789143,1
11,11509,1150908,11509,1150908,1150908,1,JR,JR関西本線(亀山〜加茂),島ヶ原,24,136.054184,34.767686,1
11,11509,1150909,11509,1150909,1150909,1,JR,JR関西本線(亀山〜加茂),月ヶ瀬口,26,136.023703,34.762813,1
11,11509,1150910,11509,1150910,1150910,1,JR,JR関西本線(亀山〜加茂),大河原,26,135.987635,34.771750,1
11,11509,1150911,11509,1150911,1150911,1,JR,JR関西本線(亀山〜加茂),笠置,26,135.934289,34.759086,1
11,11509,1150912,11509,1150912,1150912,1,JR,JR関西本線(亀山〜加茂),加茂,26,135.869609,34.752575,1
11,11510,1151001,11510,1151001,1150818,1,JR,JR紀勢本線,亀山,24,136.450451,34.850103,1
11,11510,1151002,11510,1151002,1151002,1,JR,JR紀勢本線,下庄,24,136.479628,34.814230,1
11,11510,1151003,11510,1151003,1151003,1,JR,JR紀勢本線,一身田,24,136.499380,34.762780,1
11,11510,1151004,11510,1151004,1151004,1,JR,JR紀勢本線,津,24,136.510486,34.73422,1
11,11510,1151005,11510,1151005,1151005,1,JR,JR紀勢本線,阿漕,24,136.504340,34.703554,1
11,11510,1151006,11510,1151006,1151006,1,JR,JR紀勢本線,高茶屋,24,136.512560,34.667277,1
11,11510,1151007,11510,1151007,1151007,1,JR,JR紀勢本線,六軒,24,136.507574,34.617494,1
11,11510,1151008,11510,1151008,1151008,1,JR,JR紀勢本線,松阪,24,136.535801,34.577053,1
11,11510,1151009,11510,1151009,1151009,1,JR,JR紀勢本線,徳和,24,136.553519,34.554016,1
11,11510,1151010,11510,1151010,1151010,1,JR,JR紀勢本線,多気,24,136.572777,34.516318,1
11,11510,1151011,11510,1151011,1151011,1,JR,JR紀勢本線,相可,24,136.545538,34.502725,1
11,11510,1151012,11510,1151012,1151012,1,JR,JR紀勢本線,佐奈,24,136.538986,34.478469,1
11,11510,1151013,11510,1151013,1151013,1,JR,JR紀勢本線,栃原,24,136.509286,34.444625,1
11,11510,1151014,11510,1151014,1151014,1,JR,JR紀勢本線,川添,24,136.473218,34.419739,1
11,11510,1151015,11510,1151015,1151015,1,JR,JR紀勢本線,三瀬谷,24,136.409183,34.394823,1
11,11510,1151016,11510,1151016,1151016,1,JR,JR紀勢本線,滝原,24,136.411976,34.360105,1
11,11510,1151017,11510,1151017,1151017,1,JR,JR紀勢本線,阿曽,24,136.411082,34.331342,1
11,11510,1151018,11510,1151018,1151018,1,JR,JR紀勢本線,伊勢柏崎,24,136.395394,34.299779,1
11,11510,1151019,11510,1151019,1151019,1,JR,JR紀勢本線,大内山,24,136.359284,34.278152,1
11,11510,1151020,11510,1151020,1151020,1,JR,JR紀勢本線,梅ヶ谷,24,136.356555,34.258098,1
11,11510,1151021,11510,1151021,1151021,1,JR,JR紀勢本線,紀伊長島,24,136.339968,34.209370,1
11,11510,1151022,11510,1151022,1151022,1,JR,JR紀勢本線,三野瀬,24,136.282519,34.167771,1
11,11510,1151023,11510,1151023,1151023,1,JR,JR紀勢本線,船津,24,136.228763,34.142214,1
11,11510,1151024,11510,1151024,1151024,1,JR,JR紀勢本線,相賀,24,136.227099,34.111943,1
11,11510,1151025,11510,1151025,1151025,1,JR,JR紀勢本線,尾鷲,24,136.190168,34.074304,1
11,11510,1151026,11510,1151026,1151026,1,JR,JR紀勢本線,大曽根浦,24,136.222934,34.061901,1
11,11510,1151027,11510,1151027,1151027,1,JR,JR紀勢本線,九鬼,24,136.242703,34.016026,1
11,11510,1151028,11510,1151028,1151028,1,JR,JR紀勢本線,三木里,24,136.202518,34.001454,1
11,11510,1151029,11510,1151029,1151029,1,JR,JR紀勢本線,賀田,24,136.189747,33.971643,1
11,11510,1151030,11510,1151030,1151030,1,JR,JR紀勢本線,二木島,24,136.180882,33.939424,1
11,11510,1151031,11510,1151031,1151031,1,JR,JR紀勢本線,新鹿,24,136.144215,33.927886,1
11,11510,1151032,11510,1151032,1151032,1,JR,JR紀勢本線,波田須,24,136.138139,33.910091,1
11,11510,1151033,11510,1151033,1151033,1,JR,JR紀勢本線,大泊,24,136.118060,33.902242,1
11,11510,1151034,11510,1151034,1151034,1,JR,JR紀勢本線,熊野市,24,136.098745,33.889656,1
11,11510,1151035,11510,1151035,1151035,1,JR,JR紀勢本線,有井,24,136.085585,33.876213,1
11,11510,1151036,11510,1151036,1151036,1,JR,JR紀勢本線,神志山,24,136.062154,33.839881,1
11,11510,1151037,11510,1151037,1151037,1,JR,JR紀勢本線,紀伊市木,24,136.055371,33.827932,1
11,11510,1151038,11510,1151038,1151038,1,JR,JR紀勢本線,阿田和,24,136.042416,33.804806,1
11,11510,1151039,11510,1151039,1151039,1,JR,JR紀勢本線,紀伊井田,24,136.023846,33.759801,1
11,11510,1151040,11510,1151040,1151040,1,JR,JR紀勢本線,鵜殿,24,136.015364,33.736595,1
11,11510,1151041,11510,1151041,1151041,1,JR,JR紀勢本線,新宮,30,135.994099,33.725119,1
11,11511,1151101,11511,1151101,1150904,1,JR,JR草津線,柘植,24,136.255704,34.846993,1
11,11511,1151102,11511,1151102,1151102,1,JR,JR草津線,油日,25,136.229530,34.889691,1
11,11511,1151103,11511,1151103,1151103,1,JR,JR草津線,甲賀,25,136.212679,34.901300,1
11,11511,1151104,11511,1151104,1151104,1,JR,JR草津線,寺庄,25,136.185892,34.919078,1
11,11511,1151105,11511,1151105,1151105,1,JR,JR草津線,甲南,25,136.168990,34.931804,1
11,11511,1151106,11511,1151106,1151106,1,JR,JR草津線,貴生川,25,136.153806,34.952236,1
11,11511,1151107,11511,1151107,1151107,1,JR,JR草津線,三雲,25,136.117777,34.983131,1
11,11511,1151108,11511,1151108,1151108,1,JR,JR草津線,甲西,25,136.082360,35.000651,1
11,11511,1151109,11511,1151109,1151109,1,JR,JR草津線,石部,25,136.052963,35.017685,1
11,11511,1151110,11511,1151110,1151110,1,JR,JR草津線,手原,25,135.999237,35.027347,1
11,11511,1151111,11511,1151111,1151111,1,JR,JR草津線,草津,25,135.962744,35.022913,1
11,11512,1151201,11512,1151201,1151010,1,JR,JR参宮線,多気,24,136.572777,34.516318,1
11,11512,1151202,11512,1151202,1151202,1,JR,JR参宮線,外城田,24,136.596997,34.497641,1
11,11512,1151203,11512,1151203,1151203,1,JR,JR参宮線,田丸,24,136.634020,34.488543,1
11,11512,1151204,11512,1151204,1151204,1,JR,JR参宮線,宮川,24,136.672506,34.503252,1
11,11512,1151205,11512,1151205,1151205,1,JR,JR参宮線,山田上口,24,136.694246,34.495810,1
11,11512,1151206,11512,1151206,1151206,1,JR,JR参宮線,伊勢市,24,136.709661,34.49126,1
11,11512,1151207,11512,1151207,1151207,1,JR,JR参宮線,五十鈴ヶ丘,24,136.739797,34.495884,1
11,11512,1151208,11512,1151208,1151208,1,JR,JR参宮線,二見浦,24,136.777130,34.503753,1
11,11512,1151209,11512,1151209,1151209,1,JR,JR参宮線,松下,24,136.799134,34.496201,1
11,11512,1151210,11512,1151210,1151210,1,JR,JR参宮線,池の浦シーサイド,24,136.813691,34.491358,1
11,11512,1151211,11512,1151211,1151211,1,JR,JR参宮線,鳥羽,24,136.84279,34.486516,1
11,11513,1151301,11513,1151301,1151008,1,JR,JR名松線,松阪,24,136.535801,34.577053,1
11,11513,1151302,11513,1151302,1151302,1,JR,JR名松線,上ノ庄,24,136.499273,34.597996,1
11,11513,1151303,11513,1151303,1151303,1,JR,JR名松線,権現前,24,136.482202,34.617691,1
11,11513,1151304,11513,1151304,1151304,1,JR,JR名松線,伊勢八太,24,136.446916,34.647523,1
11,11513,1151305,11513,1151305,1151305,1,JR,JR名松線,一志,24,136.436067,34.654894,1
11,11513,1151306,11513,1151306,1151306,1,JR,JR名松線,井関,24,136.412653,34.642493,1
11,11513,1151307,11513,1151307,1151307,1,JR,JR名松線,伊勢大井,24,136.385179,34.650013,1
11,11513,1151308,11513,1151308,1151308,1,JR,JR名松線,伊勢川口,24,136.356849,34.647670,1
11,11513,1151309,11513,1151309,1151309,1,JR,JR名松線,関ノ宮,24,136.339721,34.637693,1
11,11513,1151310,11513,1151310,1151310,1,JR,JR名松線,家城,24,136.319246,34.625791,1
11,11513,1151311,11513,1151311,1151311,1,JR,JR名松線,伊勢竹原,24,136.309081,34.599785,1
11,11513,1151312,11513,1151312,1151312,1,JR,JR名松線,伊勢鎌倉,24,136.278349,34.574023,1
11,11513,1151313,11513,1151313,1151313,1,JR,JR名松線,伊勢八知,24,136.263952,34.555355,1
11,11513,1151314,11513,1151314,1151314,1,JR,JR名松線,比津,24,136.270716,34.531967,1
11,11513,1151315,11513,1151315,1151315,1,JR,JR名松線,伊勢奥津,24,136.260031,34.512155,1
11,11601,1160101,11601,1160101,1141501,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),米原,25,136.289992,35.314657,1
11,11601,1160102,11601,1160102,1160102,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),彦根,25,136.263347,35.272216,1
11,11601,1160103,11601,1160103,1160103,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),南彦根,25,136.248000,35.246097,1
11,11601,1160104,11601,1160104,1160104,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),河瀬,25,136.225285,35.225384,1
11,11601,1160105,11601,1160105,1160105,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),稲枝,25,136.194469,35.203312,1
11,11601,1160106,11601,1160106,1160106,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),能登川,25,136.165987,35.179897,1
11,11601,1160107,11601,1160107,1160107,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),安土,25,136.133500,35.142465,1
11,11601,1160108,11601,1160108,1160108,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),近江八幡,25,136.102715,35.122765,1
11,11601,1160109,11601,1160109,1160109,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),篠原,25,136.071679,35.099203,1
11,11601,1160110,11601,1160110,1160110,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),野洲,25,136.022487,35.068509,1
11,11601,1160111,11601,1160111,1160111,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),守山,25,135.996037,35.050513,1
11,11601,1160112,11601,1160112,1160112,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),栗東,25,135.980083,35.037448,1
11,11601,1160113,11601,1160113,1151111,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),草津,25,135.962744,35.022913,1
11,11601,1160114,11601,1160114,1160114,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),南草津,25,135.947362,35.003855,1
11,11601,1160115,11601,1160115,1160115,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),瀬田,25,135.925673,34.987223,1
11,11601,1160116,11601,1160116,1160116,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),石山,25,135.900228,34.979870,1
11,11601,1160117,11601,1160117,1160117,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),膳所,25,135.880539,34.999373,1
11,11601,1160118,11601,1160118,1160118,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),大津,25,135.864651,35.002997,1
11,11601,1160119,11601,1160119,1160119,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),山科,26,135.816647,34.992636,1
11,11601,1160120,11601,1160120,1160120,1,JR,JR東海道本線(琵琶湖線)(米原〜京都),京都,26,135.757748,34.985465,1
11,11602,1160201,11602,1160201,1160120,1,JR,JR東海道本線(京都線)(京都〜大阪),京都,26,135.757748,34.985465,1
11,11602,1160202,11602,1160202,1160202,1,JR,JR東海道本線(京都線)(京都〜大阪),西大路,26,135.731702,34.981077,1
11,11602,1160203,11602,1160203,1160203,1,JR,JR東海道本線(京都線)(京都〜大阪),向日町,26,135.709804,34.954838,1
11,11602,1160204,11602,1160204,1160204,1,JR,JR東海道本線(京都線)(京都〜大阪),長岡京,26,135.700882,34.923483,1
11,11602,1160205,11602,1160205,1160205,1,JR,JR東海道本線(京都線)(京都〜大阪),山崎,26,135.679124,34.892257,1
11,11602,1160206,11602,1160206,1160206,1,JR,JR東海道本線(京都線)(京都〜大阪),高槻,27,135.617016,34.851200,1
11,11602,1160207,11602,1160207,1160207,1,JR,JR東海道本線(京都線)(京都〜大阪),摂津富田,27,135.593360,34.837729,1
11,11602,1160208,11602,1160208,1160208,1,JR,JR東海道本線(京都線)(京都〜大阪),茨木,27,135.562080,34.815091,1
11,11602,1160209,11602,1160209,1160209,1,JR,JR東海道本線(京都線)(京都〜大阪),千里丘,27,135.551512,34.791502,1
11,11602,1160210,11602,1160210,1160210,1,JR,JR東海道本線(京都線)(京都〜大阪),岸辺,27,135.541613,34.776812,1
11,11602,1160211,11602,1160211,1160211,1,JR,JR東海道本線(京都線)(京都〜大阪),吹田,27,135.523642,34.763209,1
11,11602,1160212,11602,1160212,1160212,1,JR,JR東海道本線(京都線)(京都〜大阪),東淀川,27,135.503915,34.739380,1
11,11602,1160213,11602,1160213,1160213,1,JR,JR東海道本線(京都線)(京都〜大阪),新大阪,27,135.501852,34.734136,1
11,11602,1160214,11602,1160214,1160214,1,JR,JR東海道本線(京都線)(京都〜大阪),大阪,27,135.495188,34.702398,1
11,11602,1160215,11602,1160205,1160215,1,JR,JR東海道本線(京都線)(京都〜大阪),島本,27,135.663385,34.881337,1
11,11602,1160216,11602,1160202,1160216,1,JR,JR東海道本線(京都線)(京都〜大阪),桂川,26,135.710391,34.964814,1
11,11603,1160301,11603,1160301,1160214,1,JR,JR東海道本線(神戸線)(大阪〜神戸),大阪,27,135.495188,34.702398,1
11,11603,1160302,11603,1160302,1160302,1,JR,JR東海道本線(神戸線)(大阪〜神戸),塚本,27,135.468843,34.712710,1
11,11603,1160303,11603,1160303,1160303,1,JR,JR東海道本線(神戸線)(大阪〜神戸),尼崎,28,135.431685,34.731791,1
11,11603,1160304,11603,1160304,1160304,1,JR,JR東海道本線(神戸線)(大阪〜神戸),立花,28,135.399571,34.737875,1
11,11603,1160305,11603,1160305,1160305,1,JR,JR東海道本線(神戸線)(大阪〜神戸),甲子園口,28,135.374426,34.739052,1
11,11603,1160306,11603,1160306,1160306,1,JR,JR東海道本線(神戸線)(大阪〜神戸),西宮,28,135.348703,34.738985,1
11,11603,1160307,11603,1160307,1160307,1,JR,JR東海道本線(神戸線)(大阪〜神戸),芦屋,28,135.307102,34.734207,1
11,11603,1160308,11603,1160308,1160308,1,JR,JR東海道本線(神戸線)(大阪〜神戸),甲南山手,28,135.292788,34.730616,1
11,11603,1160309,11603,1160309,1160309,1,JR,JR東海道本線(神戸線)(大阪〜神戸),摂津本山,28,135.276990,34.726661,1
11,11603,1160310,11603,1160310,1160310,1,JR,JR東海道本線(神戸線)(大阪〜神戸),住吉,28,135.261859,34.719595,1
11,11603,1160311,11603,1160311,1160311,1,JR,JR東海道本線(神戸線)(大阪〜神戸),六甲道,28,135.238588,34.714945,1
11,11603,1160312,11603,1160312,1160312,1,JR,JR東海道本線(神戸線)(大阪〜神戸),灘,28,135.216578,34.705918,1
